"No.","Time","Source","Destination","Protocol","Length","Info"
"729","2.618438000","fe80::726d:ecff:fe02:a0","ff02::1","ICMPv6","86","Multicast Listener Query"
"730","2.625446000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M17.LBKALKO.COM<00>"
"731","2.640835000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M29.CJHTHHG.COM<00>"
"732","2.640866000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M22.JZZOOZD.IN<00>"
"733","2.651353000","fe80::6d1e:15f1:129d:2127","ff02::1:ff75:b246","ICMPv6","86","Neighbor Solicitation for fe80::f4f1:e51e:6975:b246 from 00:27:0e:26:d2:3c"
"734","2.655015000","Cisco_e1:0f:19","CDP/VTP/DTP/PAgP/UDLD","DTP","90","Dynamic Trunking Protocol"
"735","2.656664000","10.10.14.118","239.255.255.250","SSDP","482","NOTIFY * HTTP/1.1 "
"736","2.656674000","fe80::40f9:cd1d:1ca0:f1d7","ff02::c","SSDP","511","NOTIFY * HTTP/1.1 "
"737","2.660067000","fe80::ca1f:66ff:fe05:de4a","ff02::1:ff05:de4a","ICMPv6","86","Multicast Listener Report"
"738","2.662698000","10.10.14.7","224.0.0.251","MDNS","116","Standard query 0x0000  ANY MPLAB12._ni-logos._tcp.local, ""QM"" question"
"739","2.664006000","10.10.11.230","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"740","2.671837000","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd18774ae"
"741","2.671846000","10.10.10.1","255.255.255.255","DHCP","348","DHCP Offer    - Transaction ID 0xd18774ae"
"742","2.671857000","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd18774ae"
"743","2.671859000","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd18774ae"
"744","2.671861000","10.10.10.1","255.255.255.255","DHCP","348","DHCP Offer    - Transaction ID 0xd18774ae"
"745","2.672411000","10.10.10.1","255.255.255.255","DHCP","348","DHCP Offer    - Transaction ID 0xd18774ae"
"746","2.672431000","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xd18774ae"
"747","2.672437000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.10.64"
"748","2.672442000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.10.64"
"749","2.673826000","10.10.10.1","255.255.255.255","DHCP","348","DHCP Offer    - Transaction ID 0xd18774ae"
"750","2.673846000","192.168.0.1","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"751","2.673856000","192.168.0.1","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"752","2.673862000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.0.1?  Tell 10.10.10.64"
"753","2.673867000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.0.1?  Tell 10.10.10.64"
"754","2.675537000","192.168.0.1","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"755","2.675556000","192.168.5.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xd18774ae"
"756","2.675564000","192.168.0.1","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"757","2.675570000","192.168.31.1","255.255.255.255","DHCP","369","DHCP Offer    - Transaction ID 0xd18774ae"
"758","2.676135000","192.168.5.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xd18774ae"
"759","2.676158000","192.168.5.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xd18774ae"
"760","2.676167000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.1.1?  Tell 10.10.10.64"
"761","2.676172000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.1.1?  Tell 10.10.10.64"
"762","2.676220000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.0.1?  Tell 10.10.10.64"
"763","2.676303000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.0.1?  Tell 10.10.10.64"
"764","2.676351000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.31.1?  Tell 10.10.10.64"
"765","2.676765000","192.168.5.1","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0xd18774ae"
"766","2.676784000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.31.1?  Tell 10.10.10.64"
"767","2.676790000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.1.1?  Tell 10.10.10.64"
"768","2.676854000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.1.1?  Tell 10.10.10.64"
"769","2.677950000","10.10.19.200","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"770","2.677970000","10.10.19.200","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"771","2.677978000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 10.10.19.200?  Tell 10.10.10.64"
"772","2.677984000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 10.10.19.200?  Tell 10.10.10.64"
"773","2.679054000","10.10.19.200","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"774","2.679066000","10.10.19.200","255.255.255.255","DHCP","590","DHCP Offer    - Transaction ID 0xd18774ae"
"775","2.679070000","fe80::b1b6:f015:7402:452e","ff02::1:ff02:452e","ICMPv6","86","Multicast Listener Report"
"776","2.680092000","192.168.31.1","255.255.255.255","DHCP","369","DHCP Offer    - Transaction ID 0xd18774ae"
"777","2.680112000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.31.1?  Tell 10.10.10.64"
"778","2.680118000","Dell_fd:b1:45","Broadcast","ARP","60","Who has 192.168.31.1?  Tell 10.10.10.64"
"779","2.684684000","192.168.31.1","255.255.255.255","DHCP","369","DHCP Offer    - Transaction ID 0xd18774ae"
"780","2.686716000","Netgear_dc:ac:64","Broadcast","ARP","60","Who has 192.168.1.50?  Tell 192.168.1.1"
"781","2.686919000","fe80::1691:82ff:fe79:5c31","ff02::1:ff79:5c31","ICMPv6","86","Multicast Listener Report"
"782","2.687297000","192.168.31.1","255.255.255.255","DHCP","369","DHCP Offer    - Transaction ID 0xd18774ae"
"783","2.687307000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"784","2.687384000","Netgear_dc:ac:64","Broadcast","ARP","60","Who has 192.168.1.50?  Tell 192.168.1.1"
"785","2.687426000","Netgear_dc:ac:64","Broadcast","ARP","60","Who has 192.168.1.50?  Tell 192.168.1.1"
"786","2.687520000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"787","2.687587000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"788","2.687652000","Netgear_dc:ac:64","Broadcast","ARP","60","Who has 192.168.1.50?  Tell 192.168.1.1"
"789","2.687694000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"790","2.687987000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M20.FCSYZII.COM<00>"
"791","2.688699000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"792","2.689412000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"793","2.689478000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"794","2.689537000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"795","2.689977000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M40.IRMHPOQ.NET<00>"
"796","2.690043000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"797","2.690110000","84:16:f9:61:91:3c","Broadcast","ARP","60","Gratuitous ARP for 192.168.1.1 (Request) (duplicate use of 192.168.1.1 detected!)"
"798","2.703303000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M7.AMSDKMT.IN<00>"
"799","2.703389000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M11.AKJLCBB.COM<00>"
"800","2.708918000","fe80::b0c2:461:5d10:d0b5","ff02::1:ff10:d0b5","ICMPv6","86","Multicast Listener Report"
"801","2.726202000","fe80::7a45:c4ff:fe29:f81","ff02::1:ff29:f81","ICMPv6","86","Multicast Listener Report"
"802","2.736428000","10.10.10.90","224.0.0.252","IGMPv2","64","Membership Report group 224.0.0.252"
"803","2.740892000","10.10.10.90","224.0.0.252","IGMPv2","64","Membership Report group 224.0.0.252"
"804","2.747967000","fe80::544c:d882:e27c:8d20","ff02::1:ff7c:8d20","ICMPv6","86","Multicast Listener Report"
"805","2.750553000","10.10.10.153","239.255.255.250","SSDP","482","NOTIFY * HTTP/1.1 "
"806","2.750563000","fe80::cc1a:c738:d06e:13d","ff02::c","SSDP","510","NOTIFY * HTTP/1.1 "
"807","2.750569000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M27.TZLKDXC.COM<00>"
"808","2.764924000","10.10.13.118","224.0.0.251","MDNS","120","Standard query 0x0000  ANY PICT-NI06._ni-logos._tcp.local, ""QU"" question"
"809","2.766042000","10.10.11.205","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"810","2.766052000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M15.HEUGEQM.COM<00>"
"811","2.772162000","Dell_06:31:ad","Broadcast","ARP","60","Who has 10.10.15.89?  Tell 10.10.14.215"
"812","2.796424000","fe80::726d:ecff:fe02:1f1","ff02::1:ff00:0","ICMPv6","86","Multicast Listener Report"
"813","2.803834000","10.10.13.71","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"814","2.803844000","fe80::59bc:b4ed:1cd7:a08a","ff02::c","SSDP","511","NOTIFY * HTTP/1.1 "
"815","2.803850000","b0:52:16:3c:f3:a9","Broadcast","ARP","60","Who has 10.10.10.249?  Tell 10.10.15.176"
"816","2.805318000","10.10.11.230","224.0.0.179","UDP","174","Source port: 59825  Destination port: 9549"
"817","2.812736000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M8.RTANBML.NET<00>"
"818","2.812750000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M19.ILQUIGE.COM<00>"
"819","2.840298000","f4:8e:38:87:72:b9","Broadcast","ARP","60","Who has 192.168.3.253?  Tell 10.10.10.105"
"820","2.846996000","fe80::d530:cacc:4b8d:c375","ff15::30:fdfa","UDP","200","Source port: 59829  Destination port: 9549"
"821","2.853035000","10.10.14.7","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"822","2.859550000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M37.NFLOTAN.CC<00>"
"823","2.863730000","10.10.12.247","239.255.255.250","SSDP","548","NOTIFY * HTTP/1.1 "
"824","2.863738000","fe80::615d:527:f5fe:dcf7","ff02::c","SSDP","576","NOTIFY * HTTP/1.1 "
"825","2.863745000","Dell_05:dd:81","Broadcast","ARP","60","Who has 10.10.10.190?  Tell 10.10.11.15"
"826","2.883091000","fe80::98b7:69b3:b5a7:a8ed","ff02::1:ffa7:a8ed","ICMPv6","86","Multicast Listener Report"
"827","2.886799000","fe80::d530:cacc:4b8d:c375","ff15::30:fdfa","UDP","200","Source port: 9549  Destination port: 9549"
"828","2.891000000","10.10.12.39","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"829","2.902251000","10.10.15.212","10.10.15.255","BROWSER","224","Request Announcement ACCOUNT3-PC"
"830","2.902270000","10.10.10.93","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"831","2.906356000","10.10.11.230","224.0.0.179","UDP","174","Source port: 9549  Destination port: 9549"
"832","2.906372000","fe80::eca8:ae37:a276:1363","ff02::1:ff76:1363","ICMPv6","86","Multicast Listener Report"
"833","2.907903000","fe80::ca1f:66ff:fe05:89c1","ff02::1:ff05:89c1","ICMPv6","86","Multicast Listener Report"
"834","2.916171000","fe80::9b5:ff6:dcb:2b5e","ff02::1:ffcb:2b5e","ICMPv6","86","Multicast Listener Report"
"835","2.918763000","10.10.12.182","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"836","2.927734000","10.10.14.7","224.0.0.251","MDNS","116","Standard query 0x0000  ANY MPLAB12._ni-logos._tcp.local, ""QM"" question"
"837","2.929209000","fe80::6600:6aff:fe8c:cf58","ff02::1:ff8c:cf58","ICMPv6","86","Multicast Listener Report"
"838","2.940458000","fe80::726d:ecff:fe02:230","ff02::1:ff02:230","ICMPv6","86","Multicast Listener Report"
"839","2.949715000","10.10.10.103","10.10.15.255","BROWSER","221","Request Announcement EDLAB-19"
"840","2.953301000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M1.RSEFUKF.COM<00>"
"841","2.953382000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M24.GIUWZMH.NET<00>"
"842","2.968482000","IntelCor_6c:a8:cc","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.13.115"
"843","2.971481000","10.10.15.164","10.10.15.255","BROWSER","243","Local Master Announcement EDLAB-04, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"844","2.984591000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M0.PALBULE.ORG<00>"
"845","2.984833000","fe80::f24d:a2ff:fe23:b97d","ff02::1:ff23:b97d","ICMPv6","86","Multicast Listener Report"
"846","2.988545000","fe80::49ee:bad6:452b:824e","ff02::1:3","LLMNR","84","Standard query 0xb106  A wpad"
"847","2.988697000","10.10.11.6","224.0.0.252","LLMNR","64","Standard query 0xb106  A wpad"
"848","3.001798000","Dell_fd:dc:84","Broadcast","ARP","60","Who has 10.10.10.123?  Tell 10.10.11.233"
"849","3.002314000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M28.XEAIBXY.NET<00>"
"850","3.003750000","fe80::7a45:c4ff:fe29:131c","ff02::1:ff29:131c","ICMPv6","86","Multicast Listener Report"
"851","3.006356000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M26.YIAQEWN.COM<00>"
"852","3.011568000","10.10.13.156","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"853","3.013819000","fe80::225:64ff:fe92:e228","ff02::1:ff92:e228","ICMPv6","86","Multicast Listener Report"
"854","3.015228000","10.10.14.108","224.0.0.251","MDNS","81","Standard query 0x0000  ANY DESKTOP-3500BD5.local, ""QM"" question"
"855","3.015325000","fe80::69fb:4101:1009:30de","ff02::fb","MDNS","101","Standard query 0x0000  ANY DESKTOP-3500BD5.local, ""QM"" question"
"856","3.015438000","10.10.14.108","224.0.0.251","MDNS","119","Standard query response 0x0000  AAAA fe80::69fb:4101:1009:30de A 10.10.14.108"
"857","3.015666000","fe80::69fb:4101:1009:30de","ff02::fb","MDNS","139","Standard query response 0x0000  AAAA fe80::69fb:4101:1009:30de A 10.10.14.108"
"858","3.015672000","fe80::69fb:4101:1009:30de","ff02::1:3","LLMNR","95","Standard query 0x9549  ANY DESKTOP-3500BD5"
"859","3.015743000","10.10.14.108","224.0.0.252","LLMNR","75","Standard query 0x9549  ANY DESKTOP-3500BD5"
"860","3.017293000","fe80::69fb:4101:1009:30de","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"861","3.017672000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M5.ITZAXRK.BIZ<00>"
"862","3.017760000","fe80::69fb:4101:1009:30de","ff02::2","ICMPv6","86","Multicast Listener Done"
"863","3.018278000","fe80::69fb:4101:1009:30de","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"864","3.018370000","fe80::726d:ecff:fe02:a0","ff02::1","ICMPv6","86","Multicast Listener Query"
"865","3.019103000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M36.IWTICYM.CC<00>"
"866","3.021757000","fe80::c961:2d0a:d146:acd0","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"867","3.023374000","fe80::726d:ecff:fe02:a0","ff02::1","ICMPv6","86","Multicast Listener Query"
"868","3.024987000","10.10.11.208","239.255.255.250","SSDP","548","NOTIFY * HTTP/1.1 "
"869","3.025000000","fe80::8b0:f4bc:6ee3:e0fb","ff02::c","SSDP","576","NOTIFY * HTTP/1.1 "
"870","3.025007000","fe80::d0e9:b579:b461:ed56","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"871","3.025072000","fe80::a1fb:332b:83a7:7fb2","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"872","3.031417000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M25.KUWGXYK.COM<00>"
"873","3.031503000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M30.TPGWHTF.COM<00>"
"874","3.037531000","fe80::7108:f038:807e:31b8","ff02::1:ff8d:4370","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:4370 from e4:02:9b:1b:88:48"
"875","3.051862000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"876","3.058733000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"877","3.058804000","fe80::740e:2881:7578:a98f","ff02::1:3","LLMNR","95","Standard query 0xfcd4  ANY LAPTOP-5HJL4K2B"
"878","3.058941000","10.10.13.118","224.0.0.251","MDNS","120","Standard query 0x0000  ANY PICT-NI06._ni-logos._tcp.local, ""QM"" question"
"879","3.065346000","10.10.15.201","10.10.15.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"880","3.067949000","10.10.15.206","10.10.15.255","BROWSER","240","Browser Election Request"
"881","3.069515000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"882","3.075034000","Dell_27:7b:86","Broadcast","ARP","60","Who has 10.10.10.123?  Tell 10.10.10.153"
"883","3.076366000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"884","3.078676000","10.10.14.118","239.255.255.250","SSDP","491","NOTIFY * HTTP/1.1 "
"885","3.078688000","fe80::40f9:cd1d:1ca0:f1d7","ff02::c","SSDP","520","NOTIFY * HTTP/1.1 "
"886","3.082278000","fe80::740e:2881:7578:a98f","ff02::fb","MDNS","101","Standard query 0x0000  ANY LAPTOP-5HJL4K2B.local, ""QM"" question"
"887","3.084345000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"888","3.089947000","fe80::740e:2881:7578:a98f","ff02::fb","MDNS","139","Standard query response 0x0000  AAAA fe80::740e:2881:7578:a98f A 10.10.13.12"
"889","3.092167000","fe80::740e:2881:7578:a98f","ff02::1:2","DHCPv6","120","Information-request XID: 0x967d28 CID: 000100011ef1b544ec8eb5417e04 "
"890","3.092409000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"891","3.092631000","fe80::e597:b860:3d2:73a7","ff02::1:ff78:a98f","ICMPv6","86","Neighbor Solicitation for fe80::740e:2881:7578:a98f from 00:1a:a0:b2:39:6a"
"892","3.092718000","fe80::3968:7624:1e58:c20","ff02::1:ff78:a98f","ICMPv6","86","Neighbor Solicitation for fe80::740e:2881:7578:a98f from c8:1f:66:06:31:9d"
"893","3.093960000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M38.GEHKFWF.COM<00>"
"894","3.095449000","10.10.15.131","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"895","3.096777000","fe80::1fb:a411:e6:77b0","ff02::1:ffe6:77b0","ICMPv6","86","Multicast Listener Report"
"896","3.097837000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M23.DDGJWRJ.CC<00>"
"897","3.098423000","fe80::49ee:bad6:452b:824e","ff02::1:ff8d:4370","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:4370 from a8:6b:ad:08:c2:0b"
"898","3.101184000","10.10.11.110","224.0.0.251","MDNS","197","Standard query response 0x0000  TXT, cache flush PTR _ni-logos._tcp.local PTR edlab-10._ni-logos._tcp.local SRV, cache flush 0 0 2343 edlab-10.local"
"899","3.101202000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"900","3.108942000","10.10.10.35","239.255.255.250","SSDP","481","NOTIFY * HTTP/1.1 "
"901","3.108955000","fe80::2080:f149:4592:24d8","ff02::c","SSDP","511","NOTIFY * HTTP/1.1 "
"902","3.108965000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"903","3.109578000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M41.ZQFQJWD.BIZ<00>"
"904","3.109668000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M4.ALIDXWR.COM<00>"
"905","3.111299000","Dell_06:25:04","Broadcast","ARP","60","Who has 10.10.14.80?  Tell 10.10.11.206"
"906","3.120396000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"907","3.126034000","fe80::740e:2881:7578:a98f","ff02::1:ff8d:4370","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:4370 from ac:2b:6e:9a:7f:5e"
"908","3.127261000","10.10.11.6","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"909","3.127269000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"910","3.127731000","fe80::740e:2881:7578:a98f","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"911","3.128168000","fe80::740e:2881:7578:a98f","ff02::2","ICMPv6","86","Multicast Listener Done"
"912","3.129362000","fe80::726d:ecff:fe02:a0","ff02::1","ICMPv6","86","Multicast Listener Query"
"913","3.129456000","fe80::740e:2881:7578:a98f","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"914","3.129559000","fe80::726d:ecff:fe02:a0","ff02::1","ICMPv6","86","Multicast Listener Query"
"915","3.130694000","Dell_06:31:9d","Broadcast","ARP","60","Who has 10.10.15.131?  Tell 10.10.14.7"
"916","3.131591000","fe80::9899:a2be:6443:1519","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"917","3.134048000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"918","3.137418000","10.10.10.29","224.0.0.251","MDNS","127","Standard query 0x0000  A PICT-NI19-2.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question"
"919","3.137435000","10.10.15.134","224.0.0.251","MDNS","127","Standard query 0x0000  A PICT-NI19-2.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question"
"920","3.137438000","10.10.15.176","224.0.0.251","MDNS","192","Standard query 0x0000  SRV PICT-NI19._smb._tcp.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question A PICT-NI19-2.local, ""QM"" question TXT PICT-NI19._smb._tcp.local, ""QM"" question"
"921","3.140564000","10.10.13.149","224.0.0.251","MDNS","127","Standard query 0x0000  A PICT-NI19-2.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question"
"922","3.142163000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"923","3.142374000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M13.AOOFGAN.IN<00>"
"924","3.149217000","10.10.11.104","224.0.0.251","MDNS","127","Standard query 0x0000  A PICT-NI19-2.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question"
"925","3.150765000","10.10.15.127","224.0.0.251","MDNS","127","Standard query 0x0000  A PICT-NI19-2.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question"
"926","3.153595000","Private_10:03:a9","Broadcast","ARP","60","Who has 10.10.10.0?  Tell 10.10.10.201"
"927","3.155434000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"928","3.157322000","10.10.15.11","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"929","3.158575000","10.10.15.92","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"930","3.158603000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB V1.COEZOQC.RU<00>"
"931","3.161789000","10.10.13.187","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"932","3.163644000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"933","3.166111000","10.10.13.12","224.0.0.251","MDNS","81","Standard query 0x0000  ANY LAPTOP-5HJL4K2B.local, ""QM"" question"
"934","3.166292000","10.10.13.12","224.0.0.251","MDNS","119","Standard query response 0x0000  AAAA fe80::740e:2881:7578:a98f A 10.10.13.12"
"935","3.166512000","10.10.13.12","224.0.0.252","LLMNR","75","Standard query 0xfcd4  ANY LAPTOP-5HJL4K2B"
"936","3.169447000","40:9f:38:3c:1f:b7","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.10.25"
"937","3.170415000","40:9f:38:3c:1f:b7","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.10.25"
"938","3.171825000","10.10.10.166","224.0.0.251","MDNS","123","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:958e"
"939","3.172050000","98:de:d0:30:d3:cc","Broadcast","ARP","60","Who has 10.10.12.197?  Tell 10.10.19.200"
"940","3.172600000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"941","3.179954000","10.10.10.166","224.0.0.251","MDNS","123","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:958e"
"942","3.180724000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"943","3.187669000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M6.RDENYXW.COM<00>"
"944","3.188603000","fe80::f82b:a94b:3fd5:bf74","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"945","3.197951000","10.10.14.209","224.0.0.251","MDNS","192","Standard query 0x0000  SRV PICT-NI19._smb._tcp.local, ""QM"" question AAAA PICT-NI19-2.local, ""QM"" question A PICT-NI19-2.local, ""QM"" question TXT PICT-NI19._smb._tcp.local, ""QM"" question"
"946","3.206145000","10.10.12.52","10.10.15.255","NBNS","92","Name query NB M14.BLPUWOS.BIZ<00>"
"947","3.207041000","10.10.10.166","224.0.0.251","MDNS","123","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:958e"
"948","3.221679000","Dell_06:31:9d","Broadcast","ARP","60","Who has 10.10.11.6?  Tell 10.10.14.7"
"949","3.237252000","10.10.10.166","224.0.0.251","MDNS","123","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:958e"
"950","3.239047000","Dell_7f:02:80","Broadcast","ARP","60","Who has 10.10.10.231?  Tell 10.10.15.209"
"951","3.242810000","10.10.13.45","239.255.255.250","SSDP","545","NOTIFY * HTTP/1.1 "
"952","3.242823000","fe80::755a:48ef:c16e:8340","ff02::c","SSDP","575","NOTIFY * HTTP/1.1 "
"953","3.244367000","10.10.10.166","224.0.0.251","MDNS","123","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:958e"
